nome,cognome,patronimico,marito,appezzamento,mq,via,numCivico,speciePro,tipoPossesso,comproprietari,numeroAppezzamenti,superficieTotaleMq
Eugenio,Casini,Giovacchino,Antonio,https://florentiaillustrata.net/resource/appezzamento/17459,91.962,Via_della_Fornace,2583,casa,comproprietà,Candido Casini; Giovan Battista Casini; Silvano Casini,13,1587.5366
Eugenio,Casini,Giovacchino,Antonio,https://florentiaillustrata.net/resource/appezzamento/2796,101.8394,Via_Gora,3376,casa,comproprietà,Candido Casini; Giovan Battista Casini; Silvano Casini,13,1587.5366
Eugenio,Casini,Giovacchino,Antonio,https://florentiaillustrata.net/resource/appezzamento/287,22.139,Via_Taddea,5162,ingresso,comproprietà,Candido Casini; Giovan Battista Casini; Silvano Casini,13,1587.5366
Eugenio,Casini,Giovacchino,Antonio,https://florentiaillustrata.net/resource/appezzamento/289,49.0464,Via_Taddea,5163,casa,comproprietà,Candido Casini; Giovan Battista Casini; Silvano Casini,13,1587.5366
Eugenio,Casini,Giovacchino,Antonio,https://florentiaillustrata.net/resource/appezzamento/631,42.9156,Via_Chiara,4997,casa,comproprietà,Candido Casini; Giovan Battista Casini; Silvano Casini,13,1587.5366
Eugenio,Casini,Giovacchino,Antonio,https://florentiaillustrata.net/resource/appezzamento/8615,74.5914,Via_S._Gallo,5923_e_5924,casa,comproprietà,Candido Casini; Giovan Battista Casini; Silvano Casini,13,1587.5366
Eugenio,Casini,Giovacchino,Antonio,https://florentiaillustrata.net/resource/appezzamento/8854,291.5536,Via_del_Cocomero,6180,casa,comproprietà,Candido Casini; Giovan Battista Casini; Silvano Casini,13,1587.5366
Eugenio,Casini,Giovacchino,Antonio,https://florentiaillustrata.net/resource/appezzamento/9027,269.7552,Borgo_Pinti,6698,casa_e_corte,comproprietà,Candido Casini; Giovan Battista Casini; Silvano Casini,13,1587.5366
Giovan_Battista,Casini,Giovacchino,Antonio,https://florentiaillustrata.net/resource/appezzamento/11509,145.0956,Via_S._Anna,6927,casa_e_corte,comproprietà,Candido Casini; Eugenio Casini; Silvano Casini,13,1587.5366
Giovan_Battista,Casini,Giovacchino,Antonio,https://florentiaillustrata.net/resource/appezzamento/17459,91.962,Via_della_Fornace,2583,casa,comproprietà,Candido Casini; Eugenio Casini; Silvano Casini,13,1587.5366
Giovan_Battista,Casini,Giovacchino,Antonio,https://florentiaillustrata.net/resource/appezzamento/2796,101.8394,Via_Gora,3376,casa,comproprietà,Candido Casini; Eugenio Casini; Silvano Casini,13,1587.5366
Giovan_Battista,Casini,Giovacchino,Antonio,https://florentiaillustrata.net/resource/appezzamento/287,22.139,Via_Taddea,5162,ingresso,comproprietà,Candido Casini; Eugenio Casini; Silvano Casini,13,1587.5366
Giovan_Battista,Casini,Giovacchino,Antonio,https://florentiaillustrata.net/resource/appezzamento/289,49.0464,Via_Taddea,5163,casa,comproprietà,Candido Casini; Eugenio Casini; Silvano Casini,13,1587.5366
Giovan_Battista,Casini,Giovacchino,Antonio,https://florentiaillustrata.net/resource/appezzamento/631,42.9156,Via_Chiara,4997,casa,comproprietà,Candido Casini; Eugenio Casini; Silvano Casini,13,1587.5366
Giovan_Battista,Casini,Giovacchino,Antonio,https://florentiaillustrata.net/resource/appezzamento/8615,74.5914,Via_S._Gallo,5923_e_5924,casa,comproprietà,Candido Casini; Eugenio Casini; Silvano Casini,13,1587.5366
Giovan_Battista,Casini,Giovacchino,Antonio,https://florentiaillustrata.net/resource/appezzamento/8854,291.5536,Via_del_Cocomero,6180,casa,comproprietà,Candido Casini; Eugenio Casini; Silvano Casini,13,1587.5366
Giovan_Battista,Casini,Giovacchino,Antonio,https://florentiaillustrata.net/resource/appezzamento/9027,269.7552,Borgo_Pinti,6698,casa_e_corte,comproprietà,Candido Casini; Eugenio Casini; Silvano Casini,13,1587.5366
Silvano,Casini,Giovacchino,Antonio,https://florentiaillustrata.net/resource/appezzamento/11509,145.0956,Via_S._Anna,6927,casa_e_corte,comproprietà,Candido Casini; Eugenio Casini; Giovan Battista Casini,13,1587.5366
Silvano,Casini,Giovacchino,Antonio,https://florentiaillustrata.net/resource/appezzamento/17459,91.962,Via_della_Fornace,2583,casa,comproprietà,Candido Casini; Eugenio Casini; Giovan Battista Casini,13,1587.5366
Silvano,Casini,Giovacchino,Antonio,https://florentiaillustrata.net/resource/appezzamento/2796,101.8394,Via_Gora,3376,casa,comproprietà,Candido Casini; Eugenio Casini; Giovan Battista Casini,13,1587.5366
Silvano,Casini,Giovacchino,Antonio,https://florentiaillustrata.net/resource/appezzamento/287,22.139,Via_Taddea,5162,ingresso,comproprietà,Candido Casini; Eugenio Casini; Giovan Battista Casini,13,1587.5366
Silvano,Casini,Giovacchino,Antonio,https://florentiaillustrata.net/resource/appezzamento/289,49.0464,Via_Taddea,5163,casa,comproprietà,Candido Casini; Eugenio Casini; Giovan Battista Casini,13,1587.5366
Silvano,Casini,Giovacchino,Antonio,https://florentiaillustrata.net/resource/appezzamento/631,42.9156,Via_Chiara,4997,casa,comproprietà,Candido Casini; Eugenio Casini; Giovan Battista Casini,13,1587.5366
Silvano,Casini,Giovacchino,Antonio,https://florentiaillustrata.net/resource/appezzamento/8615,74.5914,Via_S._Gallo,5923_e_5924,casa,comproprietà,Candido Casini; Eugenio Casini; Giovan Battista Casini,13,1587.5366
Silvano,Casini,Giovacchino,Antonio,https://florentiaillustrata.net/resource/appezzamento/8854,291.5536,Via_del_Cocomero,6180,casa,comproprietà,Candido Casini; Eugenio Casini; Giovan Battista Casini,13,1587.5366
Silvano,Casini,Giovacchino,Antonio,https://florentiaillustrata.net/resource/appezzamento/9027,269.7552,Borgo_Pinti,6698,casa_e_corte,comproprietà,Candido Casini; Eugenio Casini; Giovan Battista Casini,13,1587.5366
Teresa,Casini,Niccolò,Vincenzo_Paganini,https://florentiaillustrata.net/resource/appezzamento/2018,91.962,Via_Valfonda,4487,casa,comproprietà,Anna Casini,1,91.962
Anna,Castelli,Giovanni,Fortini,https://florentiaillustrata.net/resource/appezzamento/12043,190.7360,Via_Ghibellina,7585,casa_(porzione),comproprietà,Caterina Castelli,3,412.1260
Anna,Castelli,Giovanni,Lorenzo_Romoli,https://florentiaillustrata.net/resource/appezzamento/12043,190.7360,Via_Ghibellina,7585,casa_(porzione),comproprietà,Caterina Castelli,3,412.1260
Anna,Castelli,Lorenzo,Fortini,https://florentiaillustrata.net/resource/appezzamento/12043,190.7360,Via_Ghibellina,7585,casa_(porzione),comproprietà,Caterina Castelli,3,412.1260
Anna,Castelli,Lorenzo,Lorenzo_Romoli,https://florentiaillustrata.net/resource/appezzamento/12043,190.7360,Via_Ghibellina,7585,casa_(porzione),comproprietà,Caterina Castelli,3,412.1260
Anna,Castelli,Giovanni,Fortini,https://florentiaillustrata.net/resource/appezzamento/17200,150.8858,Via_Chiara,2701,casa_e_corte,esclusivo,,3,412.1260
Anna,Castelli,Giovanni,Lorenzo_Romoli,https://florentiaillustrata.net/resource/appezzamento/17200,150.8858,Via_Chiara,2701,casa_e_corte,esclusivo,,3,412.1260
Anna,Castelli,Lorenzo,Fortini,https://florentiaillustrata.net/resource/appezzamento/17200,150.8858,Via_Chiara,2701,casa_e_corte,esclusivo,,3,412.1260
Anna,Castelli,Lorenzo,Lorenzo_Romoli,https://florentiaillustrata.net/resource/appezzamento/17200,150.8858,Via_Chiara,2701,casa_e_corte,esclusivo,,3,412.1260
Caterina,Castelli,Giovanni,Luigi_Dori,https://florentiaillustrata.net/resource/appezzamento/12043,190.7360,Via_Ghibellina,7585,casa_(porzione),comproprietà,Anna Castelli,1,190.7360
Maria_Maddalena,Castrucci,Giovanni_Antonio,Pier_Antonio_Zanobi_Capacci,https://florentiaillustrata.net/resource/appezzamento/10048,440.3958,Via_del_Cocomero,6136,casa,comproprietà,Michele Capacci; Giovanni Capacci,42,3059.2692
Maria_Maddalena,Castrucci,Giovanni_Antonio,Pier_Antonio_Zanobi_Capacci,https://florentiaillustrata.net/resource/appezzamento/1511,82.4252,Via_dei_Federighi,4057,casa,comproprietà,Michele Capacci; Giovanni Capacci,42,3059.2692
Maria_Maddalena,Castrucci,Giovanni_Antonio,Pier_Antonio_Zanobi_Capacci,https://florentiaillustrata.net/resource/appezzamento/16483,76.635,Via_del_Fiore,3170,casa,comproprietà,Giovanni Capacci; Michele Capacci,42,3059.2692
Maria_Maddalena,Castrucci,Giovanni_Antonio,Pier_Antonio_Zanobi_Capacci,https://florentiaillustrata.net/resource/appezzamento/16529,91.2808,Via_S._Giovanni,3144,casa,comproprietà,Giovanni Capacci; Michele Capacci,42,3059.2692
Maria_Maddalena,Castrucci,Giovanni_Antonio,Pier_Antonio_Zanobi_Capacci,https://florentiaillustrata.net/resource/appezzamento/16532,101.8394,Via_S._Giovanni,3143,casa,comproprietà,Giovanni Capacci; Michele Capacci,42,3059.2692
Maria_Maddalena,Castrucci,Giovanni_Antonio,Pier_Antonio_Zanobi_Capacci,https://florentiaillustrata.net/resource/appezzamento/16533,96.3898,Via_S._Giovanni,3142,casa,comproprietà,Giovanni Capacci; Michele Capacci,42,3059.2692
Maria_Maddalena,Castrucci,Giovanni_Antonio,Pier_Antonio_Zanobi_Capacci,https://florentiaillustrata.net/resource/appezzamento/16538,153.27,Via_S._Giovanni,3140,"casa,_corte_e_fabbricato",comproprietà,Giovanni Capacci; Michele Capacci,42,3059.2692
Maria_Maddalena,Castrucci,Giovanni_Antonio,Pier_Antonio_Zanobi_Capacci,https://florentiaillustrata.net/resource/appezzamento/16878,117.1664,Via_di_Camaldoli,3034,"casa,_corte_e_fabbricato",comproprietà,Michele Capacci; Giovanni Capacci,42,3059.2692
Maria_Maddalena,Castrucci,Giovanni_Antonio,Pier_Antonio_Zanobi_Capacci,https://florentiaillustrata.net/resource/appezzamento/16996,65.0546,Via_dell_Annunziatina_e_Via_del_Leone,2901,casa,comproprietà,Michele Capacci; Giovanni Capacci,42,3059.2692
Maria_Maddalena,Castrucci,Giovanni_Antonio,Pier_Antonio_Zanobi_Capacci,https://florentiaillustrata.net/resource/appezzamento/16997,76.635,Via_del_Leone,2900,casa,comproprietà,Michele Capacci; Giovanni Capacci,42,3059.2692
Maria_Maddalena,Castrucci,Giovanni_Antonio,Pier_Antonio_Zanobi_Capacci,https://florentiaillustrata.net/resource/appezzamento/17050,83.1064,Piazza_Piattellina,2870,casa,comproprietà,Michele Capacci; Giovanni Capacci,42,3059.2692
Maria_Maddalena,Castrucci,Giovanni_Antonio,Pier_Antonio_Zanobi_Capacci,https://florentiaillustrata.net/resource/appezzamento/7465,11.2398,Via_delle_Oche,794,bottega,comproprietà,Michele Capacci; Giovanni Capacci,42,3059.2692
Maria_Maddalena,Castrucci,Giovanni_Antonio,Pier_Antonio_Zanobi_Capacci,https://florentiaillustrata.net/resource/appezzamento/7609,5.109,Piazza_degli_Adimari,728,casa,comproprietà,Michele Capacci; Giovanni Capacci,42,3059.2692
Maria_Maddalena,Castrucci,Giovanni_Antonio,Pier_Antonio_Zanobi_Capacci,https://florentiaillustrata.net/resource/appezzamento/7613,24.1826,Piazza_degli_Adimari,727,casa_e_fabbricato,comproprietà,Michele Capacci; Giovanni Capacci,42,3059.2692
Pietro,Catellacci,,marito_di_Maria_Mancini,https://florentiaillustrata.net/resource/appezzamento/8832,193.1202,Via_Larga,6213,casa,comproprietà,Anna Pecci; Maria Mancini,2,257.4936
Carlotta,Ceccherini,Carlo,Ignazio_Zuccagni,https://florentiaillustrata.net/resource/appezzamento/10169,140.6678,Via_S._Gallo,5741,casa,comproprietà,Flavia Zuccagni; Diomira Zuccagni; Geltrude Zuccagni,5,379.4284
Carlotta,Ceccherini,Carlo,Ignazio_Zuccagni,https://florentiaillustrata.net/resource/appezzamento/6653,6.4714,Via_di_Porta_Rossa,1035,casa_e_ingresso_a_comune,comproprietà,Flavia Zuccagni; Diomira Zuccagni; Geltrude Zuccagni,5,379.4284
Luigi,Cecchi,Andrea,Ermenegildo,https://florentiaillustrata.net/resource/appezzamento/11468,353.8834,Via_dei_Pilastri,6773,palazzo,comproprietà,Pasquale Cecchi,13,1287.1274
Luigi,Cecchi,Gaetano,Ermenegildo,https://florentiaillustrata.net/resource/appezzamento/11468,353.8834,Via_dei_Pilastri,6773,palazzo,comproprietà,Pasquale Cecchi,13,1287.1274
Luigi,Cecchi,Pasquale,Ermenegildo,https://florentiaillustrata.net/resource/appezzamento/11468,353.8834,Via_dei_Pilastri,6773,palazzo,comproprietà,Pasquale Cecchi,13,1287.1274
Luigi,Cecchi,Andrea,Ermenegildo,https://florentiaillustrata.net/resource/appezzamento/11472,11.2398,Via_dei_Pilastri,6776,ingresso,comproprietà,Pasquale Cecchi,13,1287.1274
Luigi,Cecchi,Gaetano,Ermenegildo,https://florentiaillustrata.net/resource/appezzamento/11472,11.2398,Via_dei_Pilastri,6776,ingresso,comproprietà,Pasquale Cecchi,13,1287.1274
Luigi,Cecchi,Pasquale,Ermenegildo,https://florentiaillustrata.net/resource/appezzamento/11472,11.2398,Via_dei_Pilastri,6776,ingresso,comproprietà,Pasquale Cecchi,13,1287.1274
Luigi,Cecchi,Andrea,Ermenegildo,https://florentiaillustrata.net/resource/appezzamento/3123,108.6514,Via_dei_Canacci,3733,casa,esclusivo,,13,1287.1274
Luigi,Cecchi,Gaetano,Ermenegildo,https://florentiaillustrata.net/resource/appezzamento/3123,108.6514,Via_dei_Canacci,3733,casa,esclusivo,,13,1287.1274
Luigi,Cecchi,Pasquale,Ermenegildo,https://florentiaillustrata.net/resource/appezzamento/3123,108.6514,Via_dei_Canacci,3733,casa,esclusivo,,13,1287.1274
Luigi,Cecchi,Andrea,Ermenegildo,https://florentiaillustrata.net/resource/appezzamento/9422,88.2154,Via_dei_Servi,6386,casa,esclusivo,,13,1287.1274
Luigi,Cecchi,Gaetano,Ermenegildo,https://florentiaillustrata.net/resource/appezzamento/9422,88.2154,Via_dei_Servi,6386,casa,esclusivo,,13,1287.1274
Luigi,Cecchi,Pasquale,Ermenegildo,https://florentiaillustrata.net/resource/appezzamento/9422,88.2154,Via_dei_Servi,6386,casa,esclusivo,,13,1287.1274
Maria_Teresa,Cecchi,Annibale,Giovanni_Evangelista_Notter,https://florentiaillustrata.net/resource/appezzamento/1098,20.0954,Piazzetta_delle_Stimate,5106,casa,esclusivo,,9,452.9980
Maria_Teresa,Cecchi,Annibale,Giovanni_Evangelista_Notter,https://florentiaillustrata.net/resource/appezzamento/1106,57.2208,Via_delle_Cantonelle,5104,casa,esclusivo,,9,452.9980
Maria_Teresa,Cecchi,Annibale,Giovanni_Evangelista_Notter,https://florentiaillustrata.net/resource/appezzamento/1108,61.308,Via_delle_Cantonelle,5103,casa,esclusivo,,9,452.9980
Nera_Gaspera,Cerretesi,Raffaello,Dionigi_Passerini,https://florentiaillustrata.net/resource/appezzamento/11579,373.2976,Via_Pietrapiana,7007,casa_e_corte,esclusivo,,2,679.1564
Annunziata,Cheli,Francesco,Filippo_Crociatelli,https://florentiaillustrata.net/resource/appezzamento/9817,91.962,Via_Nuova,6614_e_6613,casa,comproprietà,Caterina Cheli; Elena Cheli,2,119.21
Caterina,Cheli,Francesco,Vincenzo_Macciani,https://florentiaillustrata.net/resource/appezzamento/9817,91.962,Via_Nuova,6614_e_6613,casa,comproprietà,Annunziata Cheli; Elena Cheli,2,119.21
Elena,Cheli,Francesco,Lorenzo_Paoletti,https://florentiaillustrata.net/resource/appezzamento/9817,91.962,Via_Nuova,6614_e_6613,casa,comproprietà,Annunziata Cheli; Caterina Cheli,2,119.21
Angiola,Chiari,Zaccaria,Filippo_Fioravanti,https://florentiaillustrata.net/resource/appezzamento/14142,8.8556,Via_Tanfura,1731,ingresso,comproprietà,Pietro Gori,2,67.0982
Angiola,Chiari,Zaccaria,Filippo_Fioravanti,https://florentiaillustrata.net/resource/appezzamento/14143,58.2426,Via_Tanfura,1732,casa,esclusivo,,2,67.0982
Luisa,Chiari,Paolo,Vincenzo_Cioci,https://florentiaillustrata.net/resource/appezzamento/16693,85.8312,Via_dell_Orto,3078,casa_e_corte,esclusivo,,13,808.9250
Luisa,Chiari,Paolo,Tommaso_Moro,https://florentiaillustrata.net/resource/appezzamento/16693,85.8312,Via_dell_Orto,3078,casa_e_corte,esclusivo,,13,808.9250
Luisa,Chiari,Paolo,Vincenzo,https://florentiaillustrata.net/resource/appezzamento/16693,85.8312,Via_dell_Orto,3078,casa_e_corte,esclusivo,,13,808.9250
Luisa,Chiari,Gregorio,Tommaso_Moro,https://florentiaillustrata.net/resource/appezzamento/16693,85.8312,Via_dell_Orto,3078,casa_e_corte,esclusivo,,13,808.9250
Luisa,Chiari,Gregorio,Vincenzo,https://florentiaillustrata.net/resource/appezzamento/16693,85.8312,Via_dell_Orto,3078,casa_e_corte,esclusivo,,13,808.9250
Luisa,Chiari,Gregorio,Vincenzo_Cioci,https://florentiaillustrata.net/resource/appezzamento/16693,85.8312,Via_dell_Orto,3078,casa_e_corte,esclusivo,,13,808.9250
Luisa,Chiari,Paolo,Vincenzo_Cioci,https://florentiaillustrata.net/resource/appezzamento/3014,101.8394,Via_Palazzuolo,3789,casa,esclusivo,,13,808.9250
Luisa,Chiari,Paolo,Tommaso_Moro,https://florentiaillustrata.net/resource/appezzamento/3014,101.8394,Via_Palazzuolo,3789,casa,esclusivo,,13,808.9250
Luisa,Chiari,Paolo,Vincenzo,https://florentiaillustrata.net/resource/appezzamento/3014,101.8394,Via_Palazzuolo,3789,casa,esclusivo,,13,808.9250
Luisa,Chiari,Gregorio,Tommaso_Moro,https://florentiaillustrata.net/resource/appezzamento/3014,101.8394,Via_Palazzuolo,3789,casa,esclusivo,,13,808.9250
Luisa,Chiari,Gregorio,Vincenzo,https://florentiaillustrata.net/resource/appezzamento/3014,101.8394,Via_Palazzuolo,3789,casa,esclusivo,,13,808.9250
Luisa,Chiari,Gregorio,Vincenzo_Cioci,https://florentiaillustrata.net/resource/appezzamento/3014,101.8394,Via_Palazzuolo,3789,casa,esclusivo,,13,808.9250
Luisa,Chiari,Paolo,Vincenzo_Cioci,https://florentiaillustrata.net/resource/appezzamento/3076,153.6106,Via_della_Scala,4276,casa,esclusivo,,13,808.9250
Luisa,Chiari,Paolo,Tommaso_Moro,https://florentiaillustrata.net/resource/appezzamento/3076,153.6106,Via_della_Scala,4276,casa,esclusivo,,13,808.9250
Luisa,Chiari,Paolo,Vincenzo,https://florentiaillustrata.net/resource/appezzamento/3076,153.6106,Via_della_Scala,4276,casa,esclusivo,,13,808.9250
Luisa,Chiari,Gregorio,Tommaso_Moro,https://florentiaillustrata.net/resource/appezzamento/3076,153.6106,Via_della_Scala,4276,casa,esclusivo,,13,808.9250
Luisa,Chiari,Gregorio,Vincenzo,https://florentiaillustrata.net/resource/appezzamento/3076,153.6106,Via_della_Scala,4276,casa,esclusivo,,13,808.9250
Luisa,Chiari,Gregorio,Vincenzo_Cioci,https://florentiaillustrata.net/resource/appezzamento/3076,153.6106,Via_della_Scala,4276,casa,esclusivo,,13,808.9250
Luisa,Chiari,Paolo,Vincenzo_Cioci,https://florentiaillustrata.net/resource/appezzamento/5285,16.0082,Via_degli_Archibusieri,1285,fabbricato,comproprietà,Giacomo Moro; Giuseppe Moro; Enrichetta Moro; Emilia Moro; Tommaso Moro,13,808.9250
Luisa,Chiari,Paolo,Tommaso_Moro,https://florentiaillustrata.net/resource/appezzamento/5285,16.0082,Via_degli_Archibusieri,1285,fabbricato,comproprietà,Giacomo Moro; Giuseppe Moro; Enrichetta Moro; Emilia Moro; Tommaso Moro,13,808.9250
Luisa,Chiari,Paolo,Vincenzo,https://florentiaillustrata.net/resource/appezzamento/5285,16.0082,Via_degli_Archibusieri,1285,fabbricato,comproprietà,Giacomo Moro; Giuseppe Moro; Enrichetta Moro; Emilia Moro; Tommaso Moro,13,808.9250
Luisa,Chiari,Gregorio,Tommaso_Moro,https://florentiaillustrata.net/resource/appezzamento/5285,16.0082,Via_degli_Archibusieri,1285,fabbricato,comproprietà,Giacomo Moro; Giuseppe Moro; Enrichetta Moro; Emilia Moro; Tommaso Moro,13,808.9250
Luisa,Chiari,Gregorio,Vincenzo,https://florentiaillustrata.net/resource/appezzamento/5285,16.0082,Via_degli_Archibusieri,1285,fabbricato,comproprietà,Giacomo Moro; Giuseppe Moro; Enrichetta Moro; Emilia Moro; Tommaso Moro,13,808.9250
Luisa,Chiari,Gregorio,Vincenzo_Cioci,https://florentiaillustrata.net/resource/appezzamento/5285,16.0082,Via_degli_Archibusieri,1285,fabbricato,comproprietà,Giacomo Moro; Giuseppe Moro; Enrichetta Moro; Emilia Moro; Tommaso Moro,13,808.9250
Luisa,Chiari,Paolo,Vincenzo_Cioci,https://florentiaillustrata.net/resource/appezzamento/5945,10.5586,Via_Val_di_Lamona,1117,casa,comproprietà,Giacomo Moro; Giuseppe Moro; Enrichetta Moro; Emilia Moro; Tommaso Moro,13,808.9250
Luisa,Chiari,Paolo,Tommaso_Moro,https://florentiaillustrata.net/resource/appezzamento/5945,10.5586,Via_Val_di_Lamona,1117,casa,comproprietà,Giacomo Moro; Giuseppe Moro; Enrichetta Moro; Emilia Moro; Tommaso Moro,13,808.9250
Luisa,Chiari,Paolo,Vincenzo,https://florentiaillustrata.net/resource/appezzamento/5945,10.5586,Via_Val_di_Lamona,1117,casa,comproprietà,Giacomo Moro; Giuseppe Moro; Enrichetta Moro; Emilia Moro; Tommaso Moro,13,808.9250
Luisa,Chiari,Gregorio,Tommaso_Moro,https://florentiaillustrata.net/resource/appezzamento/5945,10.5586,Via_Val_di_Lamona,1117,casa,comproprietà,Giacomo Moro; Giuseppe Moro; Enrichetta Moro; Emilia Moro; Tommaso Moro,13,808.9250
Luisa,Chiari,Gregorio,Vincenzo,https://florentiaillustrata.net/resource/appezzamento/5945,10.5586,Via_Val_di_Lamona,1117,casa,comproprietà,Giacomo Moro; Giuseppe Moro; Enrichetta Moro; Emilia Moro; Tommaso Moro,13,808.9250
Luisa,Chiari,Gregorio,Vincenzo_Cioci,https://florentiaillustrata.net/resource/appezzamento/5945,10.5586,Via_Val_di_Lamona,1117,casa,comproprietà,Giacomo Moro; Giuseppe Moro; Enrichetta Moro; Emilia Moro; Tommaso Moro,13,808.9250
Eleonora,Chigi,Sigismondo,Filippo_Gaetani,https://florentiaillustrata.net/resource/appezzamento/9192,147.1392,Via_S._Sebastiano,6335,casa,esclusivo,,2,308.2430
Maria_Maddalena,Christian,,Alessandro_Amyot,https://florentiaillustrata.net/resource/appezzamento/13517,10.218,Via_del_Presto,1925,ingresso,esclusivo,,3,413.4884
Maria_Maddalena,Christian,,Alessandro_Amyot,https://florentiaillustrata.net/resource/appezzamento/13521,344.3466,Via_Maggio_e_Via_del_Presto,1924,casa,esclusivo,,3,413.4884
Rosa,Ciacchi,Lorenzo,Serragli,https://florentiaillustrata.net/resource/appezzamento/14458,17.3706,Borgo_S._Jacopo,1300,ingresso_e_casa,esclusivo,,6,632.4942
Annunziata,Cianchi,,Giovanni_Mazzanti,https://florentiaillustrata.net/resource/appezzamento/970,42.575,Via_dell_Amore,4555,casa,comproprietà,Anna Mazzanti; Lorenzo Mazzanti; Niccolò Mazzanti; Pietro Mazzanti,1,42.575
Francesca,Ciarpaglini,,Raffaello_Nardi,https://florentiaillustrata.net/resource/appezzamento/12226,123.9784,Via_Pietrapiana,7199,ingresso_e_fondi,comproprietà,Antonio Nardi; Leonardo Nardi; Paolo Nardi; Giovanni Nardi,9,503.4068
Francesca,Ciarpaglini,,Raffaello_Nardi,https://florentiaillustrata.net/resource/appezzamento/5794,24.8638,Via_Terma,1129,casa_e_corte,comproprietà,Antonio Nardi; Leonardo Nardi; Paolo Nardi; Giovanni Nardi,9,503.4068
Francesca,Ciarpaglini,,Raffaello_Nardi,https://florentiaillustrata.net/resource/appezzamento/6225,3.0654,Sdrucciolo_S._Michele,554,casa,comproprietà,Antonio Nardi; Leonardo Nardi; Paolo Nardi; Giovanni Nardi,9,503.4068
Rosa,Cintolesi,,Domenico_Taddeucci,https://florentiaillustrata.net/resource/appezzamento/12420,79.0192,Via_S._Giuliano,7606,casa_e_corte,comproprietà,Anna Taddeucci; Teresa Taddeucci,3,129.4280
Rosa,Cintolesi,,Domenico_Taddeucci,https://florentiaillustrata.net/resource/appezzamento/9989,28.951,Via_dei_Tebaldi,6247,casa,comproprietà,Anna Taddeucci; Teresa Taddeucci,3,129.4280
Assunta,Cipriani,,Stefano_Pieri,https://florentiaillustrata.net/resource/appezzamento/11787,88.556,Via_Fiesolana,6848,casa_e_corte,comproprietà,Clorinda Pieri,4,266.3492
Assunta,Cipriani,,Stefano_Pieri,https://florentiaillustrata.net/resource/appezzamento/11788,96.3898,Via_Fiesolana,6849,casa_e_corte,comproprietà,Clorinda Pieri,4,266.3492
Assunta,Cipriani,,Stefano_Pieri,https://florentiaillustrata.net/resource/appezzamento/731,53.1336,Via_dell_Ariento,4851,casa,comproprietà,Clorinda Pieri,4,266.3492
Teresa,Cipriani,Francesco,Zei,https://florentiaillustrata.net/resource/appezzamento/16747,35.763,Via_S._Salvadore,3047,casa,esclusivo,,3,172.6842
Maria_Caterina,Cirri,,Angiolo_Pacinotti,https://florentiaillustrata.net/resource/appezzamento/17124,42.9156,Via_dell_Ardiglioncino,2711,casa_e_rimessa,comproprietà,Giuseppe Pacinotti,1,42.9156
Maria_Rosa,Ciulli,,Giovanni_Segoni_di_Gaspero,https://florentiaillustrata.net/resource/appezzamento/939,7.1526,Via_della_Stipa,4683,ingresso,comproprietà,Annunziata Segoni,2,29.6322
Luisa,Coltellini,Gaetano,Filippo_Santini,https://florentiaillustrata.net/resource/appezzamento/15511,283.3792,Fondacci_S._Niccolò,1375,casa_e_corte,esclusivo,,2,440.7364
Annunziata,Colzi,Giuseppe,Luigi_Cellai,https://florentiaillustrata.net/resource/appezzamento/12143,74.2508,Via_S._Maria,7293,casa_e_corte,esclusivo,,1,74.2508
Cresci,Consigli,Bonaventura,Orlando_Zuti,https://florentiaillustrata.net/resource/appezzamento/7703,35.4224,Via_dei_Cardinali,706,casa_e_corte,esclusivo,,3,215.5998
Maddalena,Conti,Giuliano,Cosimo_Turchini,https://florentiaillustrata.net/resource/appezzamento/14804,154.973,Borgo_S._Pier_Gattolini,2406,casa_e_corte,comproprietà,Barbera Coppede; Teresa Conti,7,650.2054
Maddalena,Conti,Giuliano,Turchini,https://florentiaillustrata.net/resource/appezzamento/14804,154.973,Borgo_S._Pier_Gattolini,2406,casa_e_corte,comproprietà,Barbera Coppede; Teresa Conti,7,650.2054
Maddalena,Conti,Giuliano,Cosimo_Turchini,https://florentiaillustrata.net/resource/appezzamento/14805,5.7902,Borgo_S._Pier_Gattolini,2407,ingresso_e_casa,comproprietà,Barbera Coppede; Teresa Conti,7,650.2054
Maddalena,Conti,Giuliano,Turchini,https://florentiaillustrata.net/resource/appezzamento/14805,5.7902,Borgo_S._Pier_Gattolini,2407,ingresso_e_casa,comproprietà,Barbera Coppede; Teresa Conti,7,650.2054
Maddalena,Conti,Giuliano,Cosimo_Turchini,https://florentiaillustrata.net/resource/appezzamento/1572,111.7168,Via_del_Moro,4093-4104,casa,comproprietà,Barbera Coppede; Teresa Conti,7,650.2054
Maddalena,Conti,Giuliano,Turchini,https://florentiaillustrata.net/resource/appezzamento/1572,111.7168,Via_del_Moro,4093-4104,casa,comproprietà,Barbera Coppede; Teresa Conti,7,650.2054
Maddalena,Conti,Giuliano,Cosimo_Turchini,https://florentiaillustrata.net/resource/appezzamento/17155,172.0030,Vie_della_Fogna,2733,casa_e_corte,esclusivo,,7,650.2054
Maddalena,Conti,Giuliano,Turchini,https://florentiaillustrata.net/resource/appezzamento/17155,172.0030,Vie_della_Fogna,2733,casa_e_corte,esclusivo,,7,650.2054
